"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1086484976101","","12.7389844900015","25.7575724877869","27.4245575233752","14.445423781967","19.2133766077605","21.287034246159","9.40870946056114","23.5372102420667","31.4565243018064","28.5483103544707","44.0860665959621","50.777223468892","47.9628991604269","40.2218873472609","37.4789341610556","35.2304934398265","40.9761840111984","34.6664944281828","39.4460697559794","33.906184311943","36.1229489938165","",
"American Samoa","ASM","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","0","0","0.000743599654386939","","0.00502904910841055","0.00298791053522526","","","0","","","","","","","","","","","","","","","","","","8.98954714100898","6.46433432489683","","","","","1.5747754095473","","0.54754745232019","","6.14438097066872","1.77617053610648","1.98029913853413","2.70235544410556","30.9908270679986","17.5317077380815","15.6204515801356","7.50610085291906","7.27206580468804","0.307319818753686","0","",
"Australia","AUS","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","6.05237449941595","7.70411614448051","9.54016036487875","10.2280232370207","11.4818312953976","15.5846836545475","17.8581092932437","22.5742679240745","21.6236688332186","18.9981692718777","17.3347690374049","20.5040313749248","22.4347062360189","19.7312162368566","20.2408638509136","15.412781565162","15.2255718427339","17.4575966217523","17.4877109003126","19.3597761582888","20.1807803280342","18.738258573833","18.1309328732305","18.1742273846861","17.7897666345516","23.8698807570558","26.0709192164046","25.3446134983235","23.5387006115261","21.2750652378062","20.0311092083798","17.7798448455903","20.2649372474352","18.8015444307134","18.6810630985749","20.0662547233913","20.9102903773522","19.6274302028013","19.3343557016681","18.2467566917432","18.5657879828597","19.8156853732279","23.0063825416372","27.362988550363","29.0846591601672","27.8135739044551","27.6964729122114","33.9592477470638","36.625149498088","34.1293817917593","38.222614983581","37.0261771641477","32.1805041344628","31.5276868491055","29.6710012445182","27.4374181404649","32.7595818345688","",
"Austria","AUT","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","4.74117994795827","5.21971570292782","5.05060138029213","5.28863368773462","4.4195284921693","4.34251058811042","4.31531041842574","3.77640941668048","3.36176998811696","3.01040744979124","3.15591721704992","3.13214550431427","2.30153739967392","2.62392070333736","2.85050501072312","3.37137642968745","3.60442146150995","3.5859718789162","3.4169533182126","3.26386672710101","3.71727228035913","3.8492080097095","3.61394863531147","3.34408540803527","3.56115259097915","3.67960438290476","3.63795295876636","3.21864013981564","3.00742237015881","2.83339129198418","2.66319113175205","2.83430838841431","3.31489504747825","3.20417721232538","2.63055569102268","2.51796457626976","2.22552283245826","2.53427616898314","2.41501424519314","2.24138777755563","2.51799343005021","2.60321583463051","2.70396684717196","3.27475544453107","3.35847364403555","3.37659469780721","3.07543481224771","3.83863203211353","3.82212296886402","3.72523137842754","3.23948480296116","3.07965915747239","3.27015972455857","3.14265796397506","3.39543254731648","3.1315903758708","2.90741838783708","",
"Azerbaijan","AZE","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1840505050034","1.66279796252492","1.46570868728345","3.66913990655855","2.92723668979789","0.998665830465038","0.832718306060542","2.31054578108109","2.80245606627803","3.66815156425269","3.77277718486295","2.81091851038352","0.403601397294085","0.273775066472502","0.118246246777953","0.194087433871494","0.704493440603918","0.487873494135214","0.512269035145147","0.863908499916453","1.09599191757728","1.21424573202967","0.918083805378015","","",
"Burundi","BDI","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","0.418374716436643","","","","","","","","","1.58527424159083","0.849992728616994","0.430789912787662","","","","","","","","","","","","","","","","","0.573797158368693","0.380369194037666","0.729505170510933","0.873261049824828","1.07252130659007","0.503906781095397","0.988146744544589","0.737869180478963","8.7508610906579","2.97646720941016","0.631444165985592","0.731753556244","1.34042996357413","2.12838853762094","2.06294116618935","5.27097031201033","3.59246932143744","4.64547000400198","5.71370430932496","7.47997046218224","5.34548600287672","2.69896464662459","2.14053054373925","3.86878972252472","5.67385995175189","9.18795387681196","7.38022331366232","",
"Belgium","BEL","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","9.73342436643722","9.83807160750786","9.82678291765938","10.1196425067808","11.7600669432627","10.8823257681486","11.1846154063243","10.6096307725361","10.3300817918787","7.41684194408598","6.36246176303946","7.56248579271083","7.96719272262996","5.11452642447832","5.55269060797115","5.49551921284491","4.92857807944547","5.37996331618242","6.53175665612131","5.15748470878751","4.69595933493404","4.96347747239855","4.88628548596386","4.70958925193877","4.05549837765144","3.81641500462617","","","","","","","","","","","","2.70493117277107","2.79025209509763","2.59095200263024","2.25101082413828","2.11990649413701","2.52377003609957","2.59857311443977","3.50468918414622","3.65372453396464","3.30904387304916","2.71486719233414","3.63617792453243","3.7538110106906","3.62862711840064","2.99193583016587","2.67904618533011","2.68816959511314","2.44379687963291","2.69018736101042","3.31405720407847","3.41457477419595","",
"Benin","BEN","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","0.188999196224013","0.228890809224088","0.00789455313137031","0.609783723388603","0.383987073090355","13.7557602337277","2.95747524344384","0.670467317197206","0.12066990574827","0.126441549188557","0.310373604786298","0.355578339594354","0.40742105847782","","","","","0.227492874778556","1.14629637464307","","0.0744919065423367","","","","","","","","","","","","","","","","0.0776240690973841","0.386105016692667","0.0658852459178777","0.0960138375675408","0.113155802213012","0.168931912483678","0.374631626779775","0.549277174532844","0.642109709843069","1.16023297032455","1.78064272230666","0.717989245392386","0.99834562553885","3.57189559019471","2.23392683287111","2.87445918505393","4.37903960709347","1.47933836090856","2.33562508009592","0.58316017984569","0.219331904919478","0.210015767092853","",
"Burkina Faso","BFA","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","3.87219017837878","3.46759689903467","1.95526656807623","1.34895012606083","1.4578166125798","0.196106683731091","0.132677279759475","0.0677476422604833","0.133782939543276","0.1112218981795","0.174483980801946","0.121379058386932","0.138692249845454","0.0567348547778848","0.303907013621985","0.0415835261671521","0.044654769414123","0.039458944353964","0.106403579409141","0.119324768639976","0.0320671569040187","0.0613460621409807","","","","","","","","","","","","0.339545859591547","0.432632274648513","0.369624297495649","0.222624967184317","0.0839413614151795","0.0318199563243219","0.0435813812570503","0.0505931759200546","0.0213163134052237","0.151539848392103","0.326762715126647","","0.211224922428018","0.26086656705407","0.335528584112955","0.516623421360205","0.33607393338783","0.105509325026809","1.07713703565852","3.86826891806106","2.69977631965238","3.70052454084453","6.05658257811912","5.85798886886899","4.91680229837824","",
"Bangladesh","BGD","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","0.0018030590915701","0.0149215517973936","0.0947571375825786","0.00177236307815829","","0.0483416545969243","0.0736457837641127","0.0294627041807984","","2.76724837946435E-05","","","","","","","0.061663615762241","0.0162680148004803","","0.000854257908088261","0.0305066967042256","0.00212273712445526","","0.0141371379781013","0.00875724890827912","0.0410228945664486","0.0234516661687324","0.159890241832099","0.197936065954641","0.334982177296064","0.425047394742913","0.326725359622683","0.331266401771282","0.461533271780032","0.448393266419209","0.417876033709064","0.314194019560426","","0.171611764258803","","","","","",
"Bulgaria","BGR","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.65207598604901","10.998269189294","9.00882473018314","9.38716082091839","12.6697832453913","10.5849429718236","9.77907729735915","10.2773692422357","12.4085273371493","14.2274001792765","20.1509339985827","17.7706802815453","16.6980366887942","14.9950210213026","16.8658431744814","18.7636939760177","17.1531975539901","15.9566316905214","14.6635302502316","14.0130970168495","11.4888303840499","14.1761483651186","14.0561043437279","12.7794280710836","",
"Bahrain","BHR","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","0.0737844190527085","0.0587093229676849","0.862900880433046","1.21078976697584","6.90115722892442","7.21793041050574","6.84778667338393","5.87657408455292","9.35827937512078","44.5872038033034","45.804488792575","36.6345463812726","60.3437584468233","75.1281416132994","71.8152837168739","57.3575917095666","84.1880620598218","70.1423905847609","","","","","","","25.0651247854138","26.3051742354452","57.0411263502787","","","","16.171774669641","19.6253201675694","17.4608099674132","17.2730286341837","15.3212359978619","15.2279471863808","13.8293818588166","10.8142986672798","17.0844159302339","15.3644149926294","18.0993102728799","21.4450762658237","21.0929441126304","18.3403455304032","15.0914863045562","22.8877061977488","28.0139465904925","24.8675919272702","22.7763945496686","","",
"Bahamas, The","BHS","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","0.746744103094185","0.66324546468026","1.4039262357697","","","","0.322305190619951","0.763283121990772","0.942284342084139","0.604811814870407","0.867896620679683","1.65033354026458","2.00109408531284","2.75571289814099","","","","","","","","","","27.1588687489872","16.1384574771579","8.98604848486746","5.74838688204421","8.61411856074836","8.74815547963699","11.2866119677956","9.05397782679463","5.48614661750262","3.98151689997822","11.2620270954477","10.9131441394269","9.60552528438173","11.0364201734612","8.99902360713424","6.71230180827141","6.25530292536778","9.525414918369","10.2197928434957","2.04009425862707","2.45879849006135","3.55557414413161","","",
"Bosnia and Herzegovina","BIH","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1458087590531","16.9822050440838","22.5414758916863","20.4268467439523","17.5666805926339","15.0294474946201","10.7185152843255","14.3518249330386","14.7489633374093","13.8812202961258","11.2081707587725","9.98251661181598","9.04626548922096","7.31568315282919","8.61337897310314","8.79749252897725","6.95031553726662","",
"Belarus","BLR","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03955774694558","0.754270467703529","0.75144259512848","0.88712868310444","1.33298931592816","0.981971061661872","0.734917886077151","0.531004118882829","0.492787628898696","0.654563966483715","0.509922689755623","0.59492006845288","0.704441495736128","0.59268245007952","0.612967213262459","0.912586022248566","0.862393211400336","0.924685113250349","1.2344335468967","1.24287303630388","1.09428112639058","1.19713013112644","",
"Belize","BLZ","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","0.0192831280491725","0.00730732115396236","0.0122624118496154","0.00144271110761707","0.0105995254673983","0.00666501051253931","","0.0231714990922599","","","","","","","","","","0.0136980154367137","0.00750657451506116","0.157745566100794","0.162186306423128","0.195023092527962","0.131671377034141","0.126145702469377","2.39376704111885","0.0126730598710664","0.0624424903267634","0.00276317488319871","0.000966603817149925","0.0158014912910243","0.0213526205113632","0.00030049612469423","0.00201298987487365","0.00489429493888928","0.000451814657696624","0.000159906661595226","0.000244918649802284","0.000720932903446682","0.0106100068352302","0.197689502696228","0.12295214623729","0.186814220100827","0.255115152435969","0.532375143217513","0.607781940785047","0.561666084275675",
"Bermuda","BMU","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","0.119763421271337","0.260989324825094","0.349196228361658","0.421869256439977","","0.17773766414252","0.10377052766737","1.21431722755251E-05","3.19589718389685E-05","0.0588012195372932","0.000336925893592132","","0.950332219783464","0.361238329591265","0.279685393502779","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00381330277426609","0.396888618066497","0.0327944159423139","0.0332040967569467","0.0307067518424352","0.0490028841356867","0.025894247335234","0.0076735153629815","",
"Bolivia","BOL","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","88.7938942524277","87.5701628048519","91.0172163510192","92.0000687398694","84.5851348513855","76.349788214934","81.3931332785447","84.1427004427543","88.0198251078995","78.0695779759142","72.4515281959863","69.8443598940585","58.0057816821812","56.4095763769901","57.8609520397713","65.898229635048","71.3734616720063","70.4293510447328","62.0945285788318","56.4831868909809","46.5411289959773","42.399754400728","46.3453064454672","39.0305963282701","30.8335417090773","36.3524217747793","","","","","49.0791740494336","38.1696156786383","28.3131675463629","31.456281931947","32.3243289328342","29.9772275189085","23.9613251655874","21.7611775878767","23.1026067009569","18.2065420131146","18.5272050685105","17.6932791680357","18.5649435013146","16.3854420918351","22.0373220569285","26.1643080327766","25.9984826623889","32.5705168086831","32.8766558854126","34.4913805768538","22.3428747294026","20.5196460808612","19.8526070769725","24.2831107826932","","","","","",
"Brazil","BRA","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","8.59181048029712","7.17038527834609","7.40814327924099","9.01042993333555","8.11269107085197","7.86351167923088","7.54903190275217","8.12826487593064","10.1052373496894","10.4955448368109","7.31121432563055","6.82500842071788","8.68284361042698","12.363440125051","10.9772050408587","8.3498819043077","9.32054142079044","9.9706431939454","9.40982187976375","9.35122644855077","10.4993596821554","9.67248534948467","8.90297782928162","9.39303518224068","10.9021707434212","10.2343136563114","","12.1892803096413","13.6806877385978","14.3961730893782","11.9505802506673","10.6614353693522","9.65743613080772","10.2855727154252","10.0435399192307","9.47165881315684","10.0118801178597","10.1704623298126","10.1135110678242","8.59153360869163","8.74037070967909","8.53329654962629","8.93935202180293","10.0039567544992","11.5153137673912","11.7561637800358","12.7969662189353","12.4202927300708","18.0265327317414","19.9211708317613","16.1304833970784","16.8700607085575","15.2088898922066","11.8790209367609","11.4321892374651","12.9178060985794","12.2124706399384","13.8835592481551","",
"Barbados","BRB","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","0.722316468487125","0.63461440317845","0.544116303543545","0.336861188129311","0.629965699083495","0.343076083182446","0.53037276889646","0.826593163073746","0.2782069846377","0.413076314412146","0.2746641904682","0.210111804474295","0.294907791882081","0.231539086606323","0.176132097346178","0.0989211698672746","0.112046072426997","0.185791676376425","0.0671678498336409","0.47810368590364","0.209956125967763","","","","","0.473728806383485","0.437197553765847","0.337321258202383","0.368475906582896","0.500024175654431","0.489087060547187","0.263017647938208","0.338057152477597","0.226439018876371","0.134232546724927","0.267299366235007","0.248965013559044","0.90613929572652","1.04846695480096","1.50545438389599","2.35329767281046","2.70525018431841","1.61300099265184","1.01756538281327","1.02356517998682","0.770534088698877","0.969629793579988","1.24356355057018","0.992124595163528","0.699242972272679","0.74496977327961","1.43572167128825","1.52044437203694","",
"Brunei Darussalam","BRN","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","0.000699816045882393","0.00215068694017922","0.003000991353846","0.0504229651111324","0.0562667592586615","0.0701868124165475","0.0561958168762279","0.0729247506052841","0.0748334955537608","0.0780529765941683","0.0737567824790282","0.0235673794650105","0.0544317329358899","0.0112789942519017","0.0132855337486759","0.00582804653466157","0.0295909031960341","0.0349403758862711","0.00418866795725752","0.00667998049452756","0.0129993176439006","0.0144533228535995","0.0221180558635155","0.0202209368822831","0.0338221551556928","0.0233060075722163","","","","","0.0075436997740828","","3.36443539989857E-06","","","0.0485735691305719","0.0851608004914191","","","0.00123871590232952","0","0.000749943140981633","0.117652360794579","","0.115295319261917","0.0918781888801317","0.0855337580516146","0.0790415209183255","0.154269769103905","0.090638007664985","0.105984266942402","0.0948178122853143","0.109636732551252","0.160154124555056","0.319455885689357","0.256823980475924","0.00035293430003639","0.329762111292118","",
"Bhutan","BTN","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7598289645164","3.49866004648788","","","","3.33498434230566","3.11231425752185","","","","","","8.37028143043405","11.682288440842","14.8806862680819","1.30154272797893","10.2339953444031","21.9335874187721","21.4084608365751","11.5094286456304","","","","","","","","",
"Botswana","BWA","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.96948854260272","5.48060046066201","4.91441317938724","10.7245002172124","11.2106514139581","11.4506030201838","16.6329202962184","23.2177827295628","18.9550651200177","15.7011045706592","14.8128128288162","8.65765246617095","9.3686169620858","9.17675974077098","6.87842770748176","7.23455608470899","4.0340678756841","2.569328684516","1.04847637593343","0.785693120131223","",
"Central African Republic","CAF","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","0.00176461939524235","0.00211188849968114","0.00598593592410456","","6.50385607122607E-05","","0.000529229306602082","0.0235704942879722","0.0537918267098052","0.00642293947083369","","0.00914081084822232","","","0.00487660361349995","0.157086192043517","0.130405158713293","","0.218484259560983","","","","","","","","","","","","","40.8353874472937","41.1962704801338","30.1190681772241","25.5697690303921","35.5866500455737","0.836027816293992","1.29711653339934","7.56487393143999","20.2036330785047","21.7486667328819","36.5638934976707","36.7893669865716","17.7717761821553","15.7146700640248","26.576756431451","35.6560056546142","61.6353136549744","57.8317280673287","60.6801585102143","57.8085235190838","45.711286863168","0.293929465526799","0.0123609137787959","2.19732333466574","3.71771062746912","13.9117395814817","","",
"Canada","CAN","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","24.0715893122717","23.7058931651352","22.7375188121932","23.227339304779","21.3456880157915","21.3369212304979","21.2363811259702","18.2640812983071","20.3703582365055","16.9850578218137","15.3308884670693","16.1031361106762","15.3534722725458","13.6580390789927","13.6483686519925","13.1587704203231","11.8217970776498","12.2409347061256","13.8568021128994","11.702964780654","9.72105869963591","9.22092086018071","8.83693441142194","8.45044532055589","8.45809485865031","8.52781666784847","8.65953147545503","9.05696196803814","8.46457276593594","7.71331432499954","7.18879882809228","6.01838427444729","5.88975359365213","6.69255405328772","6.12078323334853","5.94187552205493","5.31048193630592","4.44212142179388","4.61309970982318","4.5763397781131","4.44360609524797","4.45212340428914","5.46924018318962","5.85003684469677","7.96768372439263","9.24435199355966","8.25104319436887","7.10416077723246","7.99427214128351","8.7097405493889","7.27699472507216","6.97314381716869","7.06901818185214","7.07782824745431","6.85096964812692","7.31666894069296","7.52362938710278","7.03102065218353","",
"Central Europe and the Baltics","CEB","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25876741323336","4.61522374461477","4.58993759818261","4.21793812952638","4.1021997529673","3.46910994620405","3.57550211873309","3.97530389031919","3.33732309027213","3.09979115332173","2.98420747408418","3.3630096368914","3.24515381818251","4.18213656502195","3.75688993346832","3.42771955361551","2.95545989748511","3.69414440162518","3.92988753956576","3.78513151685857","3.33363467573702","3.10491838617569","2.770594281459","2.37074245030298","2.66919711583408","2.59931462634054","2.5701666857917","",
"Switzerland","CHE","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","2.03463738125525","2.43391944397662","2.71911658633018","2.91983884506688","3.0298693661355","2.82541523594479","2.90019798151664","2.8818710914747","2.59209581672155","2.34052323410134","3.0619183091566","3.43969452323107","4.40846338728254","2.9586747702773","3.03024825477234","3.27169844878625","3.22491788146335","3.80831277679158","5.14769292981634","3.07207773976065","2.586760946523","2.91618458361751","3.40675337615939","2.94128485785992","2.51898358968188","2.73430309909768","3.60815412843141","3.06334058453129","2.62780716400872","2.64344497122097","2.48706360109913","2.15668178044942","2.56787831773854","2.52374686335285","2.47212349476364","3.22692080489058","3.35447407288013","4.09871482882512","5.64125825975811","4.05797097794386","3.64695686219904","3.06662604068372","3.12039211621662","2.72136103638806","3.5014418517828","3.4899297110588","3.62065690207554","2.83760513803414","4.01294417993768","3.71805121785304","2.92128713619064","2.40172906028776","2.20032514300701","1.63770814654311","1.47206251839156","1.63892100773623","1.69967131699681","1.88762312326342","1.99548935447015",
"Channel Islands","CHI","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
